priority,description,id,my_mothod,result
4,From Bugzilla Helper: User-Agent: Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-US; rv:0.9.5) Gecko/20011015 BuildID:    2001102910  there is a white box around 'starting up' on the mozilla splash screen  Reproducible: Always Steps to Reproduce: start mozilla  Actual Results:  there is a box around 'starting up'  Expected Results:  it should be all white on black.,107504,From Bugzilla Helper: User-Agent: Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-US; rv:0.9.5) Gecko/20011015 BuildID:    2001102910  there is a white box around 'starting up' on the mozilla splash screen  Reproducible: Always Steps to Reproduce: start mozilla  Actual Results:  there is a box around 'starting up'  Expected Results:  it should be all white on black. Fizzilla's splash screen status line has the wrong appearance trivial UI Design SeaMonkey,"['bugzill', 'help', 'us', 'ag', 'mozill', 'macintosh', 'u', 'ppc', 'mac', 'os', 'x', 'en', 'us', 'rv', 'gecko', 'buildid', 'ther', 'whit', 'box', 'around', 'start', 'mozill', 'splash', 'screen', 'reproduc', 'alway', 'step', 'reproduc', 'start', 'mozill', 'act', 'result', 'ther', 'box', 'around', 'start', 'expect', 'result', 'al', 'whit', 'black', 'splash', 'screen', 'stat', 'lin', 'wrong', 'appear', 'triv', 'ui', 'design', 'seamonkey']"
2,"seen on commercial builds:  linux 2001-11-02-06-trunk mac 2001-11-02-04-trunk  -Open the Preferences dialogue from Edit | Preferences -Notice the Homepage is blank.  Set it to your homepage. -close the dialogue and renter...the page is gone again.  clicking on Home from the browser goes to the page that was entered.  note:  upon installation of this build, for existing profiles, the previously  set homepage was reset to the default (home.netscape.com for commercial builds)   also note: subsequent relaunches of the build continue to remember what was  selescted as the homepage (even though it doesn't appear in the Preferences  dialogue).",108198,"seen on commercial builds:  linux 2001-11-02-06-trunk mac 2001-11-02-04-trunk  -Open the Preferences dialogue from Edit | Preferences -Notice the Homepage is blank.  Set it to your homepage. -close the dialogue and renter...the page is gone again.  clicking on Home from the browser goes to the page that was entered.  note:  upon installation of this build, for existing profiles, the previously  set homepage was reset to the default (home.netscape.com for commercial builds)   also note: subsequent relaunches of the build continue to remember what was  selescted as the homepage (even though it doesn't appear in the Preferences  dialogue). prefs.js gets bogus changes made; Textfields in pref panels not displayed; blocker Preferences SeaMonkey","['seen', 'commerc', 'build', 'linux', 'trunk', 'mac', 'trunk', 'op', 'pref', 'dialog', 'edit', 'pref', 'homep', 'blank', 'set', 'yo', 'homep', 'clos', 'dialog', 'rent', 'pag', 'gon', 'click', 'hom', 'brows', 'goe', 'pag', 'ent', 'upon', 'instal', 'thi', 'build', 'ex', 'profil', 'prevy', 'set', 'homep', 'reset', 'default', 'hom', 'netscap', 'com', 'commerc', 'build', 'also', 'subsequ', 'relaunch', 'build', 'continu', 'rememb', 'homep', 'ev', 'though', 'appear', 'pref', 'dialog', 'pref', 'js', 'get', 'bog', 'chang', 'mad', 'textfield', 'pref', 'panel', 'display', 'block', 'pref', 'seamonkey']"
5,testing...,108247,"testing... test, please ignore, ignore me more trivial DOM: Core & HTML Core","['test', 'test', 'pleas', 'ign', 'ign', 'mor', 'triv', 'dom', 'cor', 'html', 'cor']"
4,"Little UI niggle:  The posting bug page should not be titled ""posting bug please wait"" because when I'm rifling through my list of windows, it looks like it's still busy posting the bug, even when it's finished.  I know, I know, it's uber-trivial.",108422,"Little UI niggle:  The posting bug page should not be titled ""posting bug please wait"" because when I'm rifling through my list of windows, it looks like it's still busy posting the bug, even when it's finished.  I know, I know, it's uber-trivial. Posting bug page should not say ""posting"" or ""please wait"" trivial Creating/Changing Bugs Bugzilla","['littl', 'ui', 'post', 'bug', 'pag', 'titl', 'post', 'bug', 'pleas', 'wait', 'becaus', 'list', 'window', 'look', 'lik', 'stil', 'busy', 'post', 'bug', 'ev', 'fin', 'know', 'know', 'ub', 'triv', 'post', 'bug', 'pag', 'say', 'post', 'pleas', 'wait', 'triv', 'cre', 'chang', 'bug', 'bugzill']"
5,"From Bugzilla Helper: User-Agent: Mozilla/5.0 (Macintosh; U; PPC; en-US; rv:0.9.5+) Gecko/20011108 BuildID:    2001110808  The description on the Content Packs panel says ""You must restart for a new content pack to take effect.""  The average user may take ""restart"" to mean rebooting the computer, since that's what the same phrase usually means elsewhere.  I suggest ""You must restart Mozilla for a new content pack to take effect.""  Reproducible: Always Steps to Reproduce: 1. Select Content Packs in Preferences 2. Read the text",109477,"From Bugzilla Helper: User-Agent: Mozilla/5.0 (Macintosh; U; PPC; en-US; rv:0.9.5+) Gecko/20011108 BuildID:    2001110808  The description on the Content Packs panel says ""You must restart for a new content pack to take effect.""  The average user may take ""restart"" to mean rebooting the computer, since that's what the same phrase usually means elsewhere.  I suggest ""You must restart Mozilla for a new content pack to take effect.""  Reproducible: Always Steps to Reproduce: 1. Select Content Packs in Preferences 2. Read the text Content Packs description shouldn't say ""you must restart"" trivial Preferences SeaMonkey","['bugzill', 'help', 'us', 'ag', 'mozill', 'macintosh', 'u', 'ppc', 'en', 'us', 'rv', 'gecko', 'buildid', 'describ', 'cont', 'pack', 'panel', 'say', 'must', 'restart', 'new', 'cont', 'pack', 'tak', 'effect', 'av', 'us', 'may', 'tak', 'restart', 'mean', 'reboot', 'comput', 'sint', 'sam', 'phrase', 'us', 'mean', 'elsewh', 'suggest', 'must', 'restart', 'mozill', 'new', 'cont', 'pack', 'tak', 'effect', 'reproduc', 'alway', 'step', 'reproduc', 'select', 'cont', 'pack', 'pref', 'read', 'text', 'cont', 'pack', 'describ', 'say', 'must', 'restart', 'triv', 'pref', 'seamonkey']"
4,"Reproducible steps:  1. Click ""create a new attachment"" 2. See that the bug# and the bug's summary are not horizontally aligned to each  other.  It would look better if they were aligned.",109529,"Reproducible steps:  1. Click ""create a new attachment"" 2. See that the bug# and the bug's summary are not horizontally aligned to each  other.  It would look better if they were aligned. bug# and bug summary should be aligned, in ""create new attachment"" page trivial User Interface Bugzilla","['reproduc', 'step', 'click', 'cre', 'new', 'attach', 'see', 'bug', 'bug', 'sum', 'ar', 'horizont', 'align', 'oth', 'would', 'look', 'bet', 'wer', 'align', 'bug', 'bug', 'sum', 'align', 'cre', 'new', 'attach', 'pag', 'triv', 'us', 'interfac', 'bugzill']"
2,"BUILD: Linux 2001-11-09-08  STEPS TO REPRODUCE:  1)  Load a webpage (http://web/bzbarsky/www/index.shtml will do fine) 2)  Select File > Print Preview 3)  Scroll all the way right (bug 109564) 3)  Look at the right edge of the page shown in the browser  EXPECTED RESULTS:  Shows right margin and some spacing between the right paper edge and the content area edge (like on the left side, top, and bottom).  ACTUAL RESULTS:  Page suddenly cut off.  Can't see full page title text in upper right hand corner.  Looks very disconcerting.",109565,"BUILD: Linux 2001-11-09-08  STEPS TO REPRODUCE:  1)  Load a webpage (http://web/bzbarsky/www/index.shtml will do fine) 2)  Select File > Print Preview 3)  Scroll all the way right (bug 109564) 3)  Look at the right edge of the page shown in the browser  EXPECTED RESULTS:  Shows right margin and some spacing between the right paper edge and the content area edge (like on the left side, top, and bottom).  ACTUAL RESULTS:  Page suddenly cut off.  Can't see full page title text in upper right hand corner.  Looks very disconcerting. Print preview cuts off right margin of page minor Print Preview Core","['build', 'linux', 'step', 'reproduc', 'load', 'webp', 'wil', 'fin', 'select', 'fil', 'print', 'preview', 'scroll', 'al', 'way', 'right', 'bug', 'look', 'right', 'edg', 'pag', 'shown', 'brows', 'expect', 'result', 'show', 'right', 'margin', 'som', 'spac', 'right', 'pap', 'edg', 'cont', 'edg', 'lik', 'left', 'sid', 'top', 'bottom', 'act', 'result', 'pag', 'sud', 'cut', 'see', 'ful', 'pag', 'titl', 'text', 'right', 'hand', 'corn', 'look', 'print', 'preview', 'cut', 'right', 'margin', 'pag', 'min', 'print', 'preview', 'cor']"
2,"From Bugzilla Helper: User-Agent: Mozilla/5.0 (X11; U; SunOS sun4u; en-US; rv:0.9.5+) Gecko/20011111 BuildID:    2001111122  Added one IMAP account using the New Account wizard. Looks/works fine ( Exchange server )  Added second IMAP account through Mail/News prefs.  Made it use SSL IMAP ( as the server is offsite ). Looks/works find ( U of W IMAP running on Debian GNU/Linux 2.2 )  However, the first IMAP account ( Exchange server ) now has two Inboxes, it's own and the Inbox from the Debian server.  The graphic looks as if I have expanded the Exchange server's Inbox and have another Inbox inside it. Odd.  If I close Mailnews and reopen it, everything looks and acts correctly, the second Inbox on the Exchange server goes away.  Reproducible: Always Steps to Reproduce: 1.Create IMAP account using Mail/News wizard 2.Create second account manually using Mail/News prefs   Actual Results:  Second Inbox appears on first IMAP account.  Expected Results:  Each account should only have one Inbox attached.  I am marking this as trivial, as it does not do any harm, and goes away as soon as mailnews is closed and opened again. However, maybe it should have the polish keyword, as it looks unprofessional.",109761,"From Bugzilla Helper: User-Agent: Mozilla/5.0 (X11; U; SunOS sun4u; en-US; rv:0.9.5+) Gecko/20011111 BuildID:    2001111122  Added one IMAP account using the New Account wizard. Looks/works fine ( Exchange server )  Added second IMAP account through Mail/News prefs.  Made it use SSL IMAP ( as the server is offsite ). Looks/works find ( U of W IMAP running on Debian GNU/Linux 2.2 )  However, the first IMAP account ( Exchange server ) now has two Inboxes, it's own and the Inbox from the Debian server.  The graphic looks as if I have expanded the Exchange server's Inbox and have another Inbox inside it. Odd.  If I close Mailnews and reopen it, everything looks and acts correctly, the second Inbox on the Exchange server goes away.  Reproducible: Always Steps to Reproduce: 1.Create IMAP account using Mail/News wizard 2.Create second account manually using Mail/News prefs   Actual Results:  Second Inbox appears on first IMAP account.  Expected Results:  Each account should only have one Inbox attached.  I am marking this as trivial, as it does not do any harm, and goes away as soon as mailnews is closed and opened again. However, maybe it should have the polish keyword, as it looks unprofessional. inbox shows up twice on first account when adding second IMAP account trivial MailNews: Message Display SeaMonkey","['bugzill', 'help', 'us', 'ag', 'mozill', 'x', 'u', 'suno', 'sun', 'u', 'en', 'us', 'rv', 'gecko', 'buildid', 'ad', 'imap', 'account', 'us', 'new', 'account', 'wizard', 'look', 'work', 'fin', 'exchang', 'serv', 'ad', 'second', 'imap', 'account', 'mail', 'new', 'pref', 'mad', 'us', 'ssl', 'imap', 'serv', 'look', 'work', 'find', 'u', 'w', 'imap', 'run', 'deb', 'gnu', 'linux', 'howev', 'first', 'imap', 'account', 'exchang', 'serv', 'two', 'inbox', 'inbox', 'deb', 'serv', 'graph', 'look', 'hav', 'expand', 'exchang', 'serv', 'inbox', 'hav', 'anoth', 'inbox', 'insid', 'od', 'clos', 'mailnew', 'reop', 'everyth', 'look', 'act', 'correct', 'second', 'inbox', 'exchang', 'serv', 'goe', 'away', 'reproduc', 'alway', 'step', 'reproduc', 'cre', 'imap', 'account', 'us', 'mail', 'new', 'wizard', 'cre', 'second', 'account', 'man', 'us', 'mail', 'new', 'pref', 'act', 'result', 'second', 'inbox', 'appear', 'first', 'imap', 'account', 'expect', 'result', 'account', 'hav', 'inbox', 'attach', 'mark', 'thi', 'triv', 'doe', 'harm', 'goe', 'away', 'soon', 'mailnew', 'clos', 'op', 'howev', 'mayb', 'hav', 'pol', 'keyword', 'look', 'inbox', 'show', 'twic', 'first', 'account', 'ad', 'second', 'imap', 'account', 'triv', 'mailnew', 'mess', 'display', 'seamonkey']"
2,"From Bugzilla Helper: User-Agent: Mozilla/5.0 (Windows; U; WinNT4.0; en-US; rv:0.9.5) Gecko/20011011 BuildID:    2001101117  This is the site of a German computer zine. With this popup window one can mail articles and recommendations to a friend. If you try to enter data into the forms you'll recognize that all input is tranformed to upper case. Especially annoying with the German Umlaut ß (&szlig;) where two s will be echoed. If you send URLs they become invalid, of course.   Reproducible: Always Steps to Reproduce: 1. Enter text into the provided forms 2. See the text becoming upper cased 3. This is it.  Expected Results:  ;-) It should echo upper case when SHIFT or CAPSLOCK is pressed only. At least this is what IE does.",109884,"From Bugzilla Helper: User-Agent: Mozilla/5.0 (Windows; U; WinNT4.0; en-US; rv:0.9.5) Gecko/20011011 BuildID:    2001101117  This is the site of a German computer zine. With this popup window one can mail articles and recommendations to a friend. If you try to enter data into the forms you'll recognize that all input is tranformed to upper case. Especially annoying with the German Umlaut ß (&szlig;) where two s will be echoed. If you send URLs they become invalid, of course.   Reproducible: Always Steps to Reproduce: 1. Enter text into the provided forms 2. See the text becoming upper cased 3. This is it.  Expected Results:  ;-) It should echo upper case when SHIFT or CAPSLOCK is pressed only. At least this is what IE does. Input form will only print upper case letters, no matter if SHIFT or CAPSLOCK or pressed or not minor Layout: Form Controls Core","['bugzill', 'help', 'us', 'ag', 'mozill', 'window', 'u', 'winnt', 'en', 'us', 'rv', 'gecko', 'buildid', 'thi', 'sit', 'germ', 'comput', 'thi', 'popup', 'window', 'mail', 'artic', 'recommend', 'friend', 'try', 'ent', 'dat', 'form', 'recogn', 'al', 'input', 'cas', 'espec', 'annoy', 'germ', 'wher', 'two', 'wil', 'echo', 'send', 'url', 'becom', 'invalid', 'cours', 'reproduc', 'alway', 'step', 'reproduc', 'ent', 'text', 'provid', 'form', 'see', 'text', 'becom', 'cas', 'thi', 'expect', 'result', 'echo', 'cas', 'shift', 'press', 'least', 'thi', 'ie', 'doe', 'input', 'form', 'wil', 'print', 'cas', 'let', 'mat', 'shift', 'press', 'min', 'layout', 'form', 'control', 'cor']"
2,"Build 2001-11-15 trunk  Overview: One of our not small messages: 'HTML Mail Question' msg box looks too big after change in system Font and changing size from 8 to 9 (not too much).  Steps to reproduce: In my Win2K I changed Font to Arial in message boxes: Start|Settings|Control Panel|Display|Appearance|Item:Message Box|Font:Arial|Size:9   Actual Results: When we send email to a person who listed as being not able to receive HTML format, expected 'HTML Mail Question' message appears.  This message box looks too big. See screen shot. Right side of the message is empty. The message takes whole width of the screen.  Expected Results: Reasonable size of the message box.  Additional Information: Other message boxes also look larger, but not that much.",110499,"Build 2001-11-15 trunk  Overview: One of our not small messages: 'HTML Mail Question' msg box looks too big after change in system Font and changing size from 8 to 9 (not too much).  Steps to reproduce: In my Win2K I changed Font to Arial in message boxes: Start|Settings|Control Panel|Display|Appearance|Item:Message Box|Font:Arial|Size:9   Actual Results: When we send email to a person who listed as being not able to receive HTML format, expected 'HTML Mail Question' message appears.  This message box looks too big. See screen shot. Right side of the message is empty. The message takes whole width of the screen.  Expected Results: Reasonable size of the message box.  Additional Information: Other message boxes also look larger, but not that much. 'Send HTML' msg box got too big after change in system font minor MailNews: Message Display SeaMonkey","['build', 'trunk', 'overview', 'smal', 'mess', 'html', 'mail', 'quest', 'msg', 'box', 'look', 'big', 'aft', 'chang', 'system', 'font', 'chang', 'siz', 'much', 'step', 'reproduc', 'win', 'k', 'chang', 'font', 'ar', 'mess', 'box', 'start', 'set', 'control', 'panel', 'display', 'appear', 'item', 'mess', 'box', 'font', 'ar', 'siz', 'act', 'result', 'send', 'email', 'person', 'list', 'abl', 'receiv', 'html', 'form', 'expect', 'html', 'mail', 'quest', 'mess', 'appear', 'thi', 'mess', 'box', 'look', 'big', 'see', 'screen', 'shot', 'right', 'sid', 'mess', 'empty', 'mess', 'tak', 'whol', 'wid', 'screen', 'expect', 'result', 'reason', 'siz', 'mess', 'box', 'addit', 'inform', 'oth', 'mess', 'box', 'also', 'look', 'larg', 'much', 'send', 'html', 'msg', 'box', 'got', 'big', 'aft', 'chang', 'system', 'font', 'min', 'mailnew', 'mess', 'display', 'seamonkey']"
2,"To reproduce: 1.  Go to the bottom of <http://landfill.tequilarista.org/bbaetz/query.cgi>. 2.  Look at the row containing the sort options and search button.  What you should see: *   |                      Sort results by: [ bug number  :^] ( Search ) |  What you actually see: *   | Sort results by: [ Bug Number   :^] ( Submit query )               |  What needs fixing: 1.  The row should be aligned on the right side of the page, not the left, to     be easier to find and closer to the browser's vertical scrollbar (unless     you happen to be using NeXT, in which case I apologize for not putting your     needs ahead of everyone else's). 2.  `Submit query' should be translated into English, i.e. `Search'. :-)",110710,"To reproduce: 1.  Go to the bottom of <http://landfill.tequilarista.org/bbaetz/query.cgi>. 2.  Look at the row containing the sort options and search button.  What you should see: *   |                      Sort results by: [ bug number  :^] ( Search ) |  What you actually see: *   | Sort results by: [ Bug Number   :^] ( Submit query )               |  What needs fixing: 1.  The row should be aligned on the right side of the page, not the left, to     be easier to find and closer to the browser's vertical scrollbar (unless     you happen to be using NeXT, in which case I apologize for not putting your     needs ahead of everyone else's). 2.  `Submit query' should be translated into English, i.e. `Search'. :-) Bad wording and placement of sort options in new query.cgi minor User Interface Bugzilla","['reproduc', 'go', 'bottom', 'look', 'row', 'contain', 'sort', 'opt', 'search', 'button', 'see', 'sort', 'result', 'bug', 'numb', 'search', 'act', 'see', 'sort', 'result', 'bug', 'numb', 'submit', 'query', 'nee', 'fix', 'row', 'align', 'right', 'sid', 'pag', 'left', 'easy', 'find', 'clos', 'brows', 'vert', 'scrollbar', 'unless', 'hap', 'us', 'next', 'cas', 'apolog', 'put', 'yo', 'nee', 'ahead', 'everyon', 'els', 'submit', 'query', 'transl', 'engl', 'e', 'search', 'bad', 'word', 'plac', 'sort', 'opt', 'new', 'query', 'cgi', 'min', 'us', 'interfac', 'bugzill']"
5,"From Bugzilla Helper: User-Agent: Mozilla/5.0 (Macintosh; U; PPC; en-US; rv:0.9.5+) Gecko/20011116 BuildID:    2001111608  The description for selecting your language says ""You must restart for a new language setting to take effect.""  It should say ""You must restart Mozilla for a new language setting to take effect.""  Reproducible: Always Steps to Reproduce: 1. open Preferences 2. select Appearance 3. read the text  Actual Results:  User is deluded into thinking the computer must be rebooted, since that's what ""you must restart"" usually means in other applications.  This is basically the same as Bug 109477.  I found the string here: http://lxr.mozilla.org/seamonkey/source/xpfe/components/prefwindow/resources/locale/en-US/pref-appearance.dtd#34  Just change it to: <!ENTITY languageList.txt.label ""Choose a language for &brandShortName;. The setting affects the language for text that appears in dialog boxes, menus, toolbars, and button labels. You must restart &brandShortName; for a new language setting to take effect."">  Unfortunately I am too lazy to learn how to make patches.  Of course the change needs to be localized too...",110912,"From Bugzilla Helper: User-Agent: Mozilla/5.0 (Macintosh; U; PPC; en-US; rv:0.9.5+) Gecko/20011116 BuildID:    2001111608  The description for selecting your language says ""You must restart for a new language setting to take effect.""  It should say ""You must restart Mozilla for a new language setting to take effect.""  Reproducible: Always Steps to Reproduce: 1. open Preferences 2. select Appearance 3. read the text  Actual Results:  User is deluded into thinking the computer must be rebooted, since that's what ""you must restart"" usually means in other applications.  This is basically the same as Bug 109477.  I found the string here: http://lxr.mozilla.org/seamonkey/source/xpfe/components/prefwindow/resources/locale/en-US/pref-appearance.dtd#34  Just change it to: <!ENTITY languageList.txt.label ""Choose a language for &brandShortName;. The setting affects the language for text that appears in dialog boxes, menus, toolbars, and button labels. You must restart &brandShortName; for a new language setting to take effect."">  Unfortunately I am too lazy to learn how to make patches.  Of course the change needs to be localized too... Description for changing languages should say ""You must restart Mozilla"" trivial Preferences SeaMonkey","['bugzill', 'help', 'us', 'ag', 'mozill', 'macintosh', 'u', 'ppc', 'en', 'us', 'rv', 'gecko', 'buildid', 'describ', 'select', 'yo', 'langu', 'say', 'must', 'restart', 'new', 'langu', 'set', 'tak', 'effect', 'say', 'must', 'restart', 'mozill', 'new', 'langu', 'set', 'tak', 'effect', 'reproduc', 'alway', 'step', 'reproduc', 'op', 'pref', 'select', 'appear', 'read', 'text', 'act', 'result', 'us', 'think', 'comput', 'must', 'reboot', 'sint', 'must', 'restart', 'us', 'mean', 'oth', 'apply', 'thi', 'bas', 'sam', 'bug', 'found', 'string', 'chang', 'ent', 'txt', 'label', 'choos', 'langu', 'set', 'affect', 'langu', 'text', 'appear', 'dialog', 'box', 'men', 'toolb', 'button', 'label', 'must', 'restart', 'new', 'langu', 'set', 'tak', 'effect', 'unfortun', 'lazy', 'learn', 'mak', 'patch', 'cours', 'chang', 'nee', 'loc', 'describ', 'chang', 'langu', 'say', 'must', 'restart', 'mozill', 'triv', 'pref', 'seamonkey']"
2,"steps to reproduce: open the following html in mozilla. ----------------------- <html> <title> Select List </title> <body> <!-- Test Select List -->  <u><b>Testing Select List</b></u> <br><br> Choose your favorite color <select>   <option> Red    </option>   <option> Blue   </option>   <option> Green  </option>   <option> Yellow </option> </select> </body> </html> ------------------------- open mozInspect and click on ""Show highlight rectangle"" button. move the cursor  over the select list.you dont see the focus. IE shows the focus over the select list.",112971,"steps to reproduce: open the following html in mozilla. ----------------------- <html> <title> Select List </title> <body> <!-- Test Select List -->  <u><b>Testing Select List</b></u> <br><br> Choose your favorite color <select>   <option> Red    </option>   <option> Blue   </option>   <option> Green  </option>   <option> Yellow </option> </select> </body> </html> ------------------------- open mozInspect and click on ""Show highlight rectangle"" button. move the cursor  over the select list.you dont see the focus. IE shows the focus over the select list. Active Accessibility: Html Select List does not get focus. blocker General SeaMonkey","['step', 'reproduc', 'op', 'follow', 'html', 'mozill', 'html', 'titl', 'select', 'list', 'titl', 'body', 'test', 'select', 'list', 'u', 'b', 'test', 'select', 'list', 'b', 'u', 'br', 'br', 'choos', 'yo', 'favorit', 'col', 'select', 'opt', 'red', 'opt', 'opt', 'blu', 'opt', 'opt', 'green', 'opt', 'opt', 'yellow', 'opt', 'select', 'body', 'html', 'op', 'mozinspect', 'click', 'show', 'highlight', 'rectangl', 'button', 'mov', 'curs', 'ov', 'select', 'list', 'dont', 'see', 'foc', 'ie', 'show', 'foc', 'ov', 'select', 'list', 'act', 'access', 'html', 'select', 'list', 'doe', 'get', 'foc', 'block', 'gen', 'seamonkey']"
2,"steps to reproduce. open the following html in mozilla. ------------------------ <html> <title> Select List </title> <body> <!-- Test Select List -->  <u><b>Testing Select List</b></u> <br><br> Choose your favorite color <select>   <option> Red    </option>   <option> Blue   </option>   <option> Green  </option>   <option> Yellow </option> </select> </body> </html> -------------------------------- open mozInspect and click on ""Show Hightlight rectangle"" button. Then click on  select list values. we donot get the focus on the values.the focus is only on  the drop down list window. In IE we see the focus on each list item.",112978,"steps to reproduce. open the following html in mozilla. ------------------------ <html> <title> Select List </title> <body> <!-- Test Select List -->  <u><b>Testing Select List</b></u> <br><br> Choose your favorite color <select>   <option> Red    </option>   <option> Blue   </option>   <option> Green  </option>   <option> Yellow </option> </select> </body> </html> -------------------------------- open mozInspect and click on ""Show Hightlight rectangle"" button. Then click on  select list values. we donot get the focus on the values.the focus is only on  the drop down list window. In IE we see the focus on each list item. Active Accessibility: Html Select Options do not get focus blocker General SeaMonkey","['step', 'reproduc', 'op', 'follow', 'html', 'mozill', 'html', 'titl', 'select', 'list', 'titl', 'body', 'test', 'select', 'list', 'u', 'b', 'test', 'select', 'list', 'b', 'u', 'br', 'br', 'choos', 'yo', 'favorit', 'col', 'select', 'opt', 'red', 'opt', 'opt', 'blu', 'opt', 'opt', 'green', 'opt', 'opt', 'yellow', 'opt', 'select', 'body', 'html', 'op', 'mozinspect', 'click', 'show', 'hightlight', 'rectangl', 'button', 'click', 'select', 'list', 'valu', 'get', 'foc', 'valu', 'foc', 'drop', 'list', 'window', 'ie', 'see', 'foc', 'list', 'item', 'act', 'access', 'html', 'select', 'opt', 'get', 'foc', 'block', 'gen', 'seamonkey']"
2,"The bugzilla installation at http://bugzilla.lysator.liu.se/ contains several programs.  Three of them are ""fsh"", ""lyskomd"" and ""kom++"".  If I create a remembered query with the programs ""fsh"" and ""kom++"" selected (and nothing else selected), and try to ""Load the remembered query"", I get a software error.  The first part of the query page looks OK, but where the ""Program: Version: Component: Target milestone:"" header should be, the following text is inserted:      Content-type: text/html       Software error:      Nested quantifiers before HERE mark in regex m/fsh|kom++ << HERE / at CGI.pl     line 564.  No page footer is displayed.  If the query contains only ""kom++"", or ""fsh"" and ""lyskomd"", the query can be loaded.  That is why I suspect that the ""+"" sign are the cause of the problem. That suspicion may be wrong.  If I run the query and hit the ""Edit this query"" button I arrive at the URL entered into the URL field of this report.  That page is broken in the same way as described above.",113088,"The bugzilla installation at http://bugzilla.lysator.liu.se/ contains several programs.  Three of them are ""fsh"", ""lyskomd"" and ""kom++"".  If I create a remembered query with the programs ""fsh"" and ""kom++"" selected (and nothing else selected), and try to ""Load the remembered query"", I get a software error.  The first part of the query page looks OK, but where the ""Program: Version: Component: Target milestone:"" header should be, the following text is inserted:      Content-type: text/html       Software error:      Nested quantifiers before HERE mark in regex m/fsh|kom++ << HERE / at CGI.pl     line 564.  No page footer is displayed.  If the query contains only ""kom++"", or ""fsh"" and ""lyskomd"", the query can be loaded.  That is why I suspect that the ""+"" sign are the cause of the problem. That suspicion may be wrong.  If I run the query and hit the ""Edit this query"" button I arrive at the URL entered into the URL field of this report.  That page is broken in the same way as described above. Unencoded regexps passed to make_selection_widget. minor Query/Bug List Bugzilla","['bugzill', 'instal', 'contain', 'sev', 'program', 'three', 'ar', 'fsh', 'kom', 'cre', 'rememb', 'query', 'program', 'fsh', 'kom', 'select', 'noth', 'els', 'select', 'try', 'load', 'rememb', 'query', 'get', 'softw', 'er', 'first', 'part', 'query', 'pag', 'look', 'ok', 'wher', 'program', 'vert', 'compon', 'target', 'mileston', 'head', 'follow', 'text', 'insert', 'cont', 'typ', 'text', 'html', 'softw', 'er', 'nest', 'quant', 'bef', 'mark', 'regex', 'fsh', 'kom', 'cgi', 'pl', 'lin', 'pag', 'foot', 'display', 'query', 'contain', 'kom', 'fsh', 'query', 'load', 'suspect', 'sign', 'ar', 'caus', 'problem', 'may', 'wrong', 'run', 'query', 'hit', 'edit', 'thi', 'query', 'button', 'ar', 'url', 'ent', 'url', 'field', 'thi', 'report', 'pag', 'brok', 'sam', 'way', 'describ', 'abov', 'regexp', 'pass', 'mak', 'select', 'widget', 'min', 'query', 'bug', 'list', 'bugzill']"
2,"Steps to reproduce:  1)  Open mailnews 2)  Compose a new email 3)  Enter a subject and body text.  Leave the ""to"" field blank 4)  Hit ""send"" 5)  A message will popup to tell you that you need to specify recipients 6)  When you hit ""ok"", the mailnews window will have been moved to the front and the e-mail will be behind it.  Note:  This does not occur when mailnews is open but a browser window is currently behind your e-mail.  In this case, the e-mail stays on top, like it should.",113186,"Steps to reproduce:  1)  Open mailnews 2)  Compose a new email 3)  Enter a subject and body text.  Leave the ""to"" field blank 4)  Hit ""send"" 5)  A message will popup to tell you that you need to specify recipients 6)  When you hit ""ok"", the mailnews window will have been moved to the front and the e-mail will be behind it.  Note:  This does not occur when mailnews is open but a browser window is currently behind your e-mail.  In this case, the e-mail stays on top, like it should. mail without any recipients sent behind mailnews window when send is clicked minor Composition MailNews Core","['step', 'reproduc', 'op', 'mailnew', 'compos', 'new', 'email', 'ent', 'subject', 'body', 'text', 'leav', 'field', 'blank', 'hit', 'send', 'mess', 'wil', 'popup', 'tel', 'nee', 'spec', 'recipy', 'hit', 'ok', 'mailnew', 'window', 'wil', 'hav', 'mov', 'front', 'e', 'mail', 'wil', 'behind', 'thi', 'doe', 'occ', 'mailnew', 'op', 'brows', 'window', 'cur', 'behind', 'yo', 'e', 'mail', 'thi', 'cas', 'e', 'mail', 'stay', 'top', 'lik', 'mail', 'without', 'recipy', 'sent', 'behind', 'mailnew', 'window', 'send', 'click', 'min', 'composit', 'mailnew', 'cor']"
